,state,district,recovered,confirmed,deceased,active,date,Classification,Literate,Power_Parity_Above_Rs_545000,Power_Parity_Rs_150000_240000,Power_Parity_Rs_150000_330000,Total_Power_Parity,Power_Parity_Rs_425000_545000,Power_Parity_Rs_330000_545000,Power_Parity_Rs_90000_150000,Jains,Power_Parity_Rs_240000_330000,Power_Parity_Rs_330000_425000,Power_Parity_Rs_45000_150000,Urban_Households,LPG_or_PNG_Households,Other_Workers,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Households_with_Internet,Households_with_Computer,Households_with_Scooter_Motorcycle_Moped,Households_with_Car_Jeep_Van,Graduate_Education,Main_source_of_drinking_water_Tapwater_Households,Area,Density
1122,Bihar,gaya,0.0,5.0,0.0,5.0,2020-04-21,Red Zone,2297613.0,75.0,330.0,362.0,3998.0,73.0,118.0,813.0,1723.0,32.0,45.0,2463.0,111282.0,57738.0,422620.0,7865.0,6856.0,57011.0,59202.0,11827.0,131163.0,37002.0,4978.0,880.0
1123,Bihar,gaya,4.0,5.0,0.0,1.0,2020-04-22,Red Zone,2297613.0,75.0,330.0,362.0,3998.0,73.0,118.0,813.0,1723.0,32.0,45.0,2463.0,111282.0,57738.0,422620.0,7865.0,6856.0,57011.0,59202.0,11827.0,131163.0,37002.0,4978.0,880.0
1124,Bihar,gaya,4.0,5.0,0.0,1.0,2020-04-23,Red Zone,2297613.0,75.0,330.0,362.0,3998.0,73.0,118.0,813.0,1723.0,32.0,45.0,2463.0,111282.0,57738.0,422620.0,7865.0,6856.0,57011.0,59202.0,11827.0,131163.0,37002.0,4978.0,880.0
1125,Bihar,gaya,4.0,5.0,0.0,1.0,2020-04-24,Red Zone,2297613.0,75.0,330.0,362.0,3998.0,73.0,118.0,813.0,1723.0,32.0,45.0,2463.0,111282.0,57738.0,422620.0,7865.0,6856.0,57011.0,59202.0,11827.0,131163.0,37002.0,4978.0,880.0
1126,Bihar,gaya,4.0,6.0,0.0,2.0,2020-04-25,Red Zone,2297613.0,75.0,330.0,362.0,3998.0,73.0,118.0,813.0,1723.0,32.0,45.0,2463.0,111282.0,57738.0,422620.0,7865.0,6856.0,57011.0,59202.0,11827.0,131163.0,37002.0,4978.0,880.0
1127,Bihar,gaya,5.0,6.0,0.0,1.0,2020-04-26,Red Zone,2297613.0,75.0,330.0,362.0,3998.0,73.0,118.0,813.0,1723.0,32.0,45.0,2463.0,111282.0,57738.0,422620.0,7865.0,6856.0,57011.0,59202.0,11827.0,131163.0,37002.0,4978.0,880.0
1128,Bihar,gaya,5.0,6.0,0.0,1.0,2020-04-27,Red Zone,2297613.0,75.0,330.0,362.0,3998.0,73.0,118.0,813.0,1723.0,32.0,45.0,2463.0,111282.0,57738.0,422620.0,7865.0,6856.0,57011.0,59202.0,11827.0,131163.0,37002.0,4978.0,880.0
1129,Bihar,gaya,5.0,6.0,0.0,1.0,2020-04-28,Red Zone,2297613.0,75.0,330.0,362.0,3998.0,73.0,118.0,813.0,1723.0,32.0,45.0,2463.0,111282.0,57738.0,422620.0,7865.0,6856.0,57011.0,59202.0,11827.0,131163.0,37002.0,4978.0,880.0
1130,Bihar,gaya,5.0,6.0,0.0,1.0,2020-04-29,Red Zone,2297613.0,75.0,330.0,362.0,3998.0,73.0,118.0,813.0,1723.0,32.0,45.0,2463.0,111282.0,57738.0,422620.0,7865.0,6856.0,57011.0,59202.0,11827.0,131163.0,37002.0,4978.0,880.0
1131,Bihar,gaya,5.0,6.0,0.0,1.0,2020-04-30,Red Zone,2297613.0,75.0,330.0,362.0,3998.0,73.0,118.0,813.0,1723.0,32.0,45.0,2463.0,111282.0,57738.0,422620.0,7865.0,6856.0,57011.0,59202.0,11827.0,131163.0,37002.0,4978.0,880.0
1132,Bihar,gaya,5.0,6.0,0.0,1.0,2020-05-01,Red Zone,2297613.0,75.0,330.0,362.0,3998.0,73.0,118.0,813.0,1723.0,32.0,45.0,2463.0,111282.0,57738.0,422620.0,7865.0,6856.0,57011.0,59202.0,11827.0,131163.0,37002.0,4978.0,880.0
1133,Bihar,gaya,5.0,6.0,0.0,1.0,2020-05-02,Red Zone,2297613.0,75.0,330.0,362.0,3998.0,73.0,118.0,813.0,1723.0,32.0,45.0,2463.0,111282.0,57738.0,422620.0,7865.0,6856.0,57011.0,59202.0,11827.0,131163.0,37002.0,4978.0,880.0
1134,Bihar,gaya,5.0,6.0,0.0,1.0,2020-05-03,Red Zone,2297613.0,75.0,330.0,362.0,3998.0,73.0,118.0,813.0,1723.0,32.0,45.0,2463.0,111282.0,57738.0,422620.0,7865.0,6856.0,57011.0,59202.0,11827.0,131163.0,37002.0,4978.0,880.0
1135,Bihar,gaya,5.0,6.0,0.0,1.0,2020-05-04,Red Zone,2297613.0,75.0,330.0,362.0,3998.0,73.0,118.0,813.0,1723.0,32.0,45.0,2463.0,111282.0,57738.0,422620.0,7865.0,6856.0,57011.0,59202.0,11827.0,131163.0,37002.0,4978.0,880.0
1136,Bihar,gaya,5.0,6.0,0.0,1.0,2020-05-05,Red Zone,2297613.0,75.0,330.0,362.0,3998.0,73.0,118.0,813.0,1723.0,32.0,45.0,2463.0,111282.0,57738.0,422620.0,7865.0,6856.0,57011.0,59202.0,11827.0,131163.0,37002.0,4978.0,880.0
1137,Bihar,gaya,5.0,6.0,0.0,1.0,2020-05-06,Red Zone,2297613.0,75.0,330.0,362.0,3998.0,73.0,118.0,813.0,1723.0,32.0,45.0,2463.0,111282.0,57738.0,422620.0,7865.0,6856.0,57011.0,59202.0,11827.0,131163.0,37002.0,4978.0,880.0
1138,Bihar,gaya,6.0,6.0,0.0,0.0,2020-05-07,Red Zone,2297613.0,75.0,330.0,362.0,3998.0,73.0,118.0,813.0,1723.0,32.0,45.0,2463.0,111282.0,57738.0,422620.0,7865.0,6856.0,57011.0,59202.0,11827.0,131163.0,37002.0,4978.0,880.0
1139,Bihar,gaya,6.0,6.0,0.0,0.0,2020-05-08,Red Zone,2297613.0,75.0,330.0,362.0,3998.0,73.0,118.0,813.0,1723.0,32.0,45.0,2463.0,111282.0,57738.0,422620.0,7865.0,6856.0,57011.0,59202.0,11827.0,131163.0,37002.0,4978.0,880.0
1140,Bihar,gaya,6.0,6.0,0.0,0.0,2020-05-09,Red Zone,2297613.0,75.0,330.0,362.0,3998.0,73.0,118.0,813.0,1723.0,32.0,45.0,2463.0,111282.0,57738.0,422620.0,7865.0,6856.0,57011.0,59202.0,11827.0,131163.0,37002.0,4978.0,880.0
1141,Bihar,gaya,6.0,8.0,0.0,2.0,2020-05-10,Red Zone,2297613.0,75.0,330.0,362.0,3998.0,73.0,118.0,813.0,1723.0,32.0,45.0,2463.0,111282.0,57738.0,422620.0,7865.0,6856.0,57011.0,59202.0,11827.0,131163.0,37002.0,4978.0,880.0
1142,Bihar,gaya,6.0,8.0,0.0,2.0,2020-05-11,Red Zone,2297613.0,75.0,330.0,362.0,3998.0,73.0,118.0,813.0,1723.0,32.0,45.0,2463.0,111282.0,57738.0,422620.0,7865.0,6856.0,57011.0,59202.0,11827.0,131163.0,37002.0,4978.0,880.0
1143,Bihar,gaya,6.0,8.0,0.0,2.0,2020-05-12,Red Zone,2297613.0,75.0,330.0,362.0,3998.0,73.0,118.0,813.0,1723.0,32.0,45.0,2463.0,111282.0,57738.0,422620.0,7865.0,6856.0,57011.0,59202.0,11827.0,131163.0,37002.0,4978.0,880.0
1144,Bihar,gaya,6.0,8.0,0.0,2.0,2020-05-13,Red Zone,2297613.0,75.0,330.0,362.0,3998.0,73.0,118.0,813.0,1723.0,32.0,45.0,2463.0,111282.0,57738.0,422620.0,7865.0,6856.0,57011.0,59202.0,11827.0,131163.0,37002.0,4978.0,880.0
1145,Bihar,gaya,6.0,8.0,0.0,2.0,2020-05-14,Red Zone,2297613.0,75.0,330.0,362.0,3998.0,73.0,118.0,813.0,1723.0,32.0,45.0,2463.0,111282.0,57738.0,422620.0,7865.0,6856.0,57011.0,59202.0,11827.0,131163.0,37002.0,4978.0,880.0
1146,Bihar,gopalganj,0.0,3.0,0.0,3.0,2020-04-21,Orange Zone,1382998.0,25.0,229.0,238.0,2370.0,20.0,32.0,458.0,133.0,9.0,12.0,1480.0,38133.0,31193.0,154527.0,3571.0,3707.0,33596.0,51902.0,9508.0,79109.0,16485.0,2033.0,1258.0
1147,Bihar,gopalganj,3.0,3.0,0.0,0.0,2020-04-22,Orange Zone,1382998.0,25.0,229.0,238.0,2370.0,20.0,32.0,458.0,133.0,9.0,12.0,1480.0,38133.0,31193.0,154527.0,3571.0,3707.0,33596.0,51902.0,9508.0,79109.0,16485.0,2033.0,1258.0
1148,Bihar,gopalganj,3.0,3.0,0.0,0.0,2020-04-23,Orange Zone,1382998.0,25.0,229.0,238.0,2370.0,20.0,32.0,458.0,133.0,9.0,12.0,1480.0,38133.0,31193.0,154527.0,3571.0,3707.0,33596.0,51902.0,9508.0,79109.0,16485.0,2033.0,1258.0
1149,Bihar,gopalganj,3.0,3.0,0.0,0.0,2020-04-24,Orange Zone,1382998.0,25.0,229.0,238.0,2370.0,20.0,32.0,458.0,133.0,9.0,12.0,1480.0,38133.0,31193.0,154527.0,3571.0,3707.0,33596.0,51902.0,9508.0,79109.0,16485.0,2033.0,1258.0
1150,Bihar,gopalganj,3.0,3.0,0.0,0.0,2020-04-25,Orange Zone,1382998.0,25.0,229.0,238.0,2370.0,20.0,32.0,458.0,133.0,9.0,12.0,1480.0,38133.0,31193.0,154527.0,3571.0,3707.0,33596.0,51902.0,9508.0,79109.0,16485.0,2033.0,1258.0
1151,Bihar,gopalganj,3.0,12.0,0.0,9.0,2020-04-26,Orange Zone,1382998.0,25.0,229.0,238.0,2370.0,20.0,32.0,458.0,133.0,9.0,12.0,1480.0,38133.0,31193.0,154527.0,3571.0,3707.0,33596.0,51902.0,9508.0,79109.0,16485.0,2033.0,1258.0
1152,Bihar,gopalganj,3.0,12.0,0.0,9.0,2020-04-27,Orange Zone,1382998.0,25.0,229.0,238.0,2370.0,20.0,32.0,458.0,133.0,9.0,12.0,1480.0,38133.0,31193.0,154527.0,3571.0,3707.0,33596.0,51902.0,9508.0,79109.0,16485.0,2033.0,1258.0
1153,Bihar,gopalganj,3.0,18.0,0.0,15.0,2020-04-28,Orange Zone,1382998.0,25.0,229.0,238.0,2370.0,20.0,32.0,458.0,133.0,9.0,12.0,1480.0,38133.0,31193.0,154527.0,3571.0,3707.0,33596.0,51902.0,9508.0,79109.0,16485.0,2033.0,1258.0
1154,Bihar,gopalganj,3.0,18.0,0.0,15.0,2020-04-29,Orange Zone,1382998.0,25.0,229.0,238.0,2370.0,20.0,32.0,458.0,133.0,9.0,12.0,1480.0,38133.0,31193.0,154527.0,3571.0,3707.0,33596.0,51902.0,9508.0,79109.0,16485.0,2033.0,1258.0
1155,Bihar,gopalganj,3.0,18.0,0.0,15.0,2020-04-30,Orange Zone,1382998.0,25.0,229.0,238.0,2370.0,20.0,32.0,458.0,133.0,9.0,12.0,1480.0,38133.0,31193.0,154527.0,3571.0,3707.0,33596.0,51902.0,9508.0,79109.0,16485.0,2033.0,1258.0
1156,Bihar,gopalganj,3.0,18.0,0.0,15.0,2020-05-01,Orange Zone,1382998.0,25.0,229.0,238.0,2370.0,20.0,32.0,458.0,133.0,9.0,12.0,1480.0,38133.0,31193.0,154527.0,3571.0,3707.0,33596.0,51902.0,9508.0,79109.0,16485.0,2033.0,1258.0
1157,Bihar,gopalganj,3.0,18.0,0.0,15.0,2020-05-02,Orange Zone,1382998.0,25.0,229.0,238.0,2370.0,20.0,32.0,458.0,133.0,9.0,12.0,1480.0,38133.0,31193.0,154527.0,3571.0,3707.0,33596.0,51902.0,9508.0,79109.0,16485.0,2033.0,1258.0
1158,Bihar,gopalganj,3.0,18.0,0.0,15.0,2020-05-03,Orange Zone,1382998.0,25.0,229.0,238.0,2370.0,20.0,32.0,458.0,133.0,9.0,12.0,1480.0,38133.0,31193.0,154527.0,3571.0,3707.0,33596.0,51902.0,9508.0,79109.0,16485.0,2033.0,1258.0
1159,Bihar,gopalganj,3.0,18.0,0.0,15.0,2020-05-04,Orange Zone,1382998.0,25.0,229.0,238.0,2370.0,20.0,32.0,458.0,133.0,9.0,12.0,1480.0,38133.0,31193.0,154527.0,3571.0,3707.0,33596.0,51902.0,9508.0,79109.0,16485.0,2033.0,1258.0
1160,Bihar,gopalganj,3.0,18.0,0.0,15.0,2020-05-05,Orange Zone,1382998.0,25.0,229.0,238.0,2370.0,20.0,32.0,458.0,133.0,9.0,12.0,1480.0,38133.0,31193.0,154527.0,3571.0,3707.0,33596.0,51902.0,9508.0,79109.0,16485.0,2033.0,1258.0
1161,Bihar,gopalganj,3.0,18.0,0.0,15.0,2020-05-06,Orange Zone,1382998.0,25.0,229.0,238.0,2370.0,20.0,32.0,458.0,133.0,9.0,12.0,1480.0,38133.0,31193.0,154527.0,3571.0,3707.0,33596.0,51902.0,9508.0,79109.0,16485.0,2033.0,1258.0
1162,Bihar,gopalganj,3.0,18.0,0.0,15.0,2020-05-07,Orange Zone,1382998.0,25.0,229.0,238.0,2370.0,20.0,32.0,458.0,133.0,9.0,12.0,1480.0,38133.0,31193.0,154527.0,3571.0,3707.0,33596.0,51902.0,9508.0,79109.0,16485.0,2033.0,1258.0
1163,Bihar,gopalganj,3.0,18.0,0.0,15.0,2020-05-08,Orange Zone,1382998.0,25.0,229.0,238.0,2370.0,20.0,32.0,458.0,133.0,9.0,12.0,1480.0,38133.0,31193.0,154527.0,3571.0,3707.0,33596.0,51902.0,9508.0,79109.0,16485.0,2033.0,1258.0
1164,Bihar,gopalganj,17.0,18.0,0.0,1.0,2020-05-09,Orange Zone,1382998.0,25.0,229.0,238.0,2370.0,20.0,32.0,458.0,133.0,9.0,12.0,1480.0,38133.0,31193.0,154527.0,3571.0,3707.0,33596.0,51902.0,9508.0,79109.0,16485.0,2033.0,1258.0
1165,Bihar,gopalganj,17.0,18.0,0.0,1.0,2020-05-10,Orange Zone,1382998.0,25.0,229.0,238.0,2370.0,20.0,32.0,458.0,133.0,9.0,12.0,1480.0,38133.0,31193.0,154527.0,3571.0,3707.0,33596.0,51902.0,9508.0,79109.0,16485.0,2033.0,1258.0
1166,Bihar,gopalganj,17.0,20.0,0.0,3.0,2020-05-11,Orange Zone,1382998.0,25.0,229.0,238.0,2370.0,20.0,32.0,458.0,133.0,9.0,12.0,1480.0,38133.0,31193.0,154527.0,3571.0,3707.0,33596.0,51902.0,9508.0,79109.0,16485.0,2033.0,1258.0
1167,Bihar,gopalganj,17.0,22.0,0.0,5.0,2020-05-12,Orange Zone,1382998.0,25.0,229.0,238.0,2370.0,20.0,32.0,458.0,133.0,9.0,12.0,1480.0,38133.0,31193.0,154527.0,3571.0,3707.0,33596.0,51902.0,9508.0,79109.0,16485.0,2033.0,1258.0
1168,Bihar,gopalganj,17.0,24.0,0.0,7.0,2020-05-13,Orange Zone,1382998.0,25.0,229.0,238.0,2370.0,20.0,32.0,458.0,133.0,9.0,12.0,1480.0,38133.0,31193.0,154527.0,3571.0,3707.0,33596.0,51902.0,9508.0,79109.0,16485.0,2033.0,1258.0
1169,Bihar,gopalganj,17.0,24.0,0.0,7.0,2020-05-14,Orange Zone,1382998.0,25.0,229.0,238.0,2370.0,20.0,32.0,458.0,133.0,9.0,12.0,1480.0,38133.0,31193.0,154527.0,3571.0,3707.0,33596.0,51902.0,9508.0,79109.0,16485.0,2033.0,1258.0
1170,Bihar,lakhisarai,0.0,1.0,0.0,1.0,2020-04-21,Orange Zone,507270.0,15.0,75.0,83.0,904.0,17.0,28.0,181.0,78.0,8.0,11.0,557.0,31763.0,12938.0,74528.0,747.0,1186.0,8862.0,9577.0,2415.0,27261.0,9477.0,1229.0,815.0
1171,Bihar,lakhisarai,1.0,1.0,0.0,0.0,2020-04-22,Orange Zone,507270.0,15.0,75.0,83.0,904.0,17.0,28.0,181.0,78.0,8.0,11.0,557.0,31763.0,12938.0,74528.0,747.0,1186.0,8862.0,9577.0,2415.0,27261.0,9477.0,1229.0,815.0
1172,Bihar,lakhisarai,1.0,1.0,0.0,0.0,2020-04-23,Orange Zone,507270.0,15.0,75.0,83.0,904.0,17.0,28.0,181.0,78.0,8.0,11.0,557.0,31763.0,12938.0,74528.0,747.0,1186.0,8862.0,9577.0,2415.0,27261.0,9477.0,1229.0,815.0
1173,Bihar,lakhisarai,1.0,1.0,0.0,0.0,2020-04-24,Orange Zone,507270.0,15.0,75.0,83.0,904.0,17.0,28.0,181.0,78.0,8.0,11.0,557.0,31763.0,12938.0,74528.0,747.0,1186.0,8862.0,9577.0,2415.0,27261.0,9477.0,1229.0,815.0
1174,Bihar,lakhisarai,1.0,1.0,0.0,0.0,2020-04-25,Orange Zone,507270.0,15.0,75.0,83.0,904.0,17.0,28.0,181.0,78.0,8.0,11.0,557.0,31763.0,12938.0,74528.0,747.0,1186.0,8862.0,9577.0,2415.0,27261.0,9477.0,1229.0,815.0
1175,Bihar,lakhisarai,1.0,1.0,0.0,0.0,2020-04-26,Orange Zone,507270.0,15.0,75.0,83.0,904.0,17.0,28.0,181.0,78.0,8.0,11.0,557.0,31763.0,12938.0,74528.0,747.0,1186.0,8862.0,9577.0,2415.0,27261.0,9477.0,1229.0,815.0
1176,Bihar,lakhisarai,1.0,4.0,0.0,3.0,2020-04-27,Orange Zone,507270.0,15.0,75.0,83.0,904.0,17.0,28.0,181.0,78.0,8.0,11.0,557.0,31763.0,12938.0,74528.0,747.0,1186.0,8862.0,9577.0,2415.0,27261.0,9477.0,1229.0,815.0
1177,Bihar,lakhisarai,1.0,4.0,0.0,3.0,2020-04-28,Orange Zone,507270.0,15.0,75.0,83.0,904.0,17.0,28.0,181.0,78.0,8.0,11.0,557.0,31763.0,12938.0,74528.0,747.0,1186.0,8862.0,9577.0,2415.0,27261.0,9477.0,1229.0,815.0
1178,Bihar,lakhisarai,1.0,4.0,0.0,3.0,2020-04-29,Orange Zone,507270.0,15.0,75.0,83.0,904.0,17.0,28.0,181.0,78.0,8.0,11.0,557.0,31763.0,12938.0,74528.0,747.0,1186.0,8862.0,9577.0,2415.0,27261.0,9477.0,1229.0,815.0
1179,Bihar,lakhisarai,1.0,4.0,0.0,3.0,2020-04-30,Orange Zone,507270.0,15.0,75.0,83.0,904.0,17.0,28.0,181.0,78.0,8.0,11.0,557.0,31763.0,12938.0,74528.0,747.0,1186.0,8862.0,9577.0,2415.0,27261.0,9477.0,1229.0,815.0
1180,Bihar,lakhisarai,1.0,4.0,0.0,3.0,2020-05-01,Orange Zone,507270.0,15.0,75.0,83.0,904.0,17.0,28.0,181.0,78.0,8.0,11.0,557.0,31763.0,12938.0,74528.0,747.0,1186.0,8862.0,9577.0,2415.0,27261.0,9477.0,1229.0,815.0
1181,Bihar,lakhisarai,1.0,4.0,0.0,3.0,2020-05-02,Orange Zone,507270.0,15.0,75.0,83.0,904.0,17.0,28.0,181.0,78.0,8.0,11.0,557.0,31763.0,12938.0,74528.0,747.0,1186.0,8862.0,9577.0,2415.0,27261.0,9477.0,1229.0,815.0
1182,Bihar,lakhisarai,1.0,4.0,0.0,3.0,2020-05-03,Orange Zone,507270.0,15.0,75.0,83.0,904.0,17.0,28.0,181.0,78.0,8.0,11.0,557.0,31763.0,12938.0,74528.0,747.0,1186.0,8862.0,9577.0,2415.0,27261.0,9477.0,1229.0,815.0
1183,Bihar,lakhisarai,1.0,4.0,0.0,3.0,2020-05-04,Orange Zone,507270.0,15.0,75.0,83.0,904.0,17.0,28.0,181.0,78.0,8.0,11.0,557.0,31763.0,12938.0,74528.0,747.0,1186.0,8862.0,9577.0,2415.0,27261.0,9477.0,1229.0,815.0
1184,Bihar,lakhisarai,1.0,4.0,0.0,3.0,2020-05-05,Orange Zone,507270.0,15.0,75.0,83.0,904.0,17.0,28.0,181.0,78.0,8.0,11.0,557.0,31763.0,12938.0,74528.0,747.0,1186.0,8862.0,9577.0,2415.0,27261.0,9477.0,1229.0,815.0
1185,Bihar,lakhisarai,1.0,4.0,0.0,3.0,2020-05-06,Orange Zone,507270.0,15.0,75.0,83.0,904.0,17.0,28.0,181.0,78.0,8.0,11.0,557.0,31763.0,12938.0,74528.0,747.0,1186.0,8862.0,9577.0,2415.0,27261.0,9477.0,1229.0,815.0
1186,Bihar,lakhisarai,2.0,4.0,0.0,2.0,2020-05-07,Orange Zone,507270.0,15.0,75.0,83.0,904.0,17.0,28.0,181.0,78.0,8.0,11.0,557.0,31763.0,12938.0,74528.0,747.0,1186.0,8862.0,9577.0,2415.0,27261.0,9477.0,1229.0,815.0
1187,Bihar,lakhisarai,2.0,4.0,0.0,2.0,2020-05-08,Orange Zone,507270.0,15.0,75.0,83.0,904.0,17.0,28.0,181.0,78.0,8.0,11.0,557.0,31763.0,12938.0,74528.0,747.0,1186.0,8862.0,9577.0,2415.0,27261.0,9477.0,1229.0,815.0
1188,Bihar,lakhisarai,2.0,4.0,0.0,2.0,2020-05-09,Orange Zone,507270.0,15.0,75.0,83.0,904.0,17.0,28.0,181.0,78.0,8.0,11.0,557.0,31763.0,12938.0,74528.0,747.0,1186.0,8862.0,9577.0,2415.0,27261.0,9477.0,1229.0,815.0
1189,Bihar,lakhisarai,5.0,4.0,0.0,-1.0,2020-05-10,Orange Zone,507270.0,15.0,75.0,83.0,904.0,17.0,28.0,181.0,78.0,8.0,11.0,557.0,31763.0,12938.0,74528.0,747.0,1186.0,8862.0,9577.0,2415.0,27261.0,9477.0,1229.0,815.0
1190,Bihar,lakhisarai,5.0,4.0,0.0,-1.0,2020-05-11,Orange Zone,507270.0,15.0,75.0,83.0,904.0,17.0,28.0,181.0,78.0,8.0,11.0,557.0,31763.0,12938.0,74528.0,747.0,1186.0,8862.0,9577.0,2415.0,27261.0,9477.0,1229.0,815.0
1191,Bihar,lakhisarai,4.0,4.0,0.0,0.0,2020-05-12,Orange Zone,507270.0,15.0,75.0,83.0,904.0,17.0,28.0,181.0,78.0,8.0,11.0,557.0,31763.0,12938.0,74528.0,747.0,1186.0,8862.0,9577.0,2415.0,27261.0,9477.0,1229.0,815.0
1192,Bihar,lakhisarai,4.0,6.0,0.0,2.0,2020-05-13,Orange Zone,507270.0,15.0,75.0,83.0,904.0,17.0,28.0,181.0,78.0,8.0,11.0,557.0,31763.0,12938.0,74528.0,747.0,1186.0,8862.0,9577.0,2415.0,27261.0,9477.0,1229.0,815.0
1193,Bihar,lakhisarai,5.0,12.0,0.0,7.0,2020-05-14,Orange Zone,507270.0,15.0,75.0,83.0,904.0,17.0,28.0,181.0,78.0,8.0,11.0,557.0,31763.0,12938.0,74528.0,747.0,1186.0,8862.0,9577.0,2415.0,27261.0,9477.0,1229.0,815.0
1194,Bihar,munger,0.0,27.0,0.0,27.0,2020-04-21,Red Zone,801817.0,42.0,137.0,157.0,1424.0,46.0,75.0,307.0,145.0,20.0,29.0,861.0,85782.0,49141.0,167566.0,2838.0,2653.0,17946.0,24259.0,3755.0,64469.0,20237.0,1419.0,958.0
1195,Bihar,munger,6.0,27.0,1.0,20.0,2020-04-22,Red Zone,801817.0,42.0,137.0,157.0,1424.0,46.0,75.0,307.0,145.0,20.0,29.0,861.0,85782.0,49141.0,167566.0,2838.0,2653.0,17946.0,24259.0,3755.0,64469.0,20237.0,1419.0,958.0
1196,Bihar,munger,6.0,31.0,1.0,24.0,2020-04-23,Red Zone,801817.0,42.0,137.0,157.0,1424.0,46.0,75.0,307.0,145.0,20.0,29.0,861.0,85782.0,49141.0,167566.0,2838.0,2653.0,17946.0,24259.0,3755.0,64469.0,20237.0,1419.0,958.0
1197,Bihar,munger,6.0,62.0,1.0,55.0,2020-04-24,Red Zone,801817.0,42.0,137.0,157.0,1424.0,46.0,75.0,307.0,145.0,20.0,29.0,861.0,85782.0,49141.0,167566.0,2838.0,2653.0,17946.0,24259.0,3755.0,64469.0,20237.0,1419.0,958.0
1198,Bihar,munger,6.0,65.0,1.0,58.0,2020-04-25,Red Zone,801817.0,42.0,137.0,157.0,1424.0,46.0,75.0,307.0,145.0,20.0,29.0,861.0,85782.0,49141.0,167566.0,2838.0,2653.0,17946.0,24259.0,3755.0,64469.0,20237.0,1419.0,958.0
1199,Bihar,munger,11.0,68.0,1.0,56.0,2020-04-26,Red Zone,801817.0,42.0,137.0,157.0,1424.0,46.0,75.0,307.0,145.0,20.0,29.0,861.0,85782.0,49141.0,167566.0,2838.0,2653.0,17946.0,24259.0,3755.0,64469.0,20237.0,1419.0,958.0
1200,Bihar,munger,11.0,90.0,1.0,78.0,2020-04-27,Red Zone,801817.0,42.0,137.0,157.0,1424.0,46.0,75.0,307.0,145.0,20.0,29.0,861.0,85782.0,49141.0,167566.0,2838.0,2653.0,17946.0,24259.0,3755.0,64469.0,20237.0,1419.0,958.0
1201,Bihar,munger,11.0,92.0,1.0,80.0,2020-04-28,Red Zone,801817.0,42.0,137.0,157.0,1424.0,46.0,75.0,307.0,145.0,20.0,29.0,861.0,85782.0,49141.0,167566.0,2838.0,2653.0,17946.0,24259.0,3755.0,64469.0,20237.0,1419.0,958.0
1202,Bihar,munger,11.0,92.0,1.0,80.0,2020-04-29,Red Zone,801817.0,42.0,137.0,157.0,1424.0,46.0,75.0,307.0,145.0,20.0,29.0,861.0,85782.0,49141.0,167566.0,2838.0,2653.0,17946.0,24259.0,3755.0,64469.0,20237.0,1419.0,958.0
1203,Bihar,munger,17.0,95.0,1.0,77.0,2020-04-30,Red Zone,801817.0,42.0,137.0,157.0,1424.0,46.0,75.0,307.0,145.0,20.0,29.0,861.0,85782.0,49141.0,167566.0,2838.0,2653.0,17946.0,24259.0,3755.0,64469.0,20237.0,1419.0,958.0
1204,Bihar,munger,17.0,95.0,1.0,77.0,2020-05-01,Red Zone,801817.0,42.0,137.0,157.0,1424.0,46.0,75.0,307.0,145.0,20.0,29.0,861.0,85782.0,49141.0,167566.0,2838.0,2653.0,17946.0,24259.0,3755.0,64469.0,20237.0,1419.0,958.0
1205,Bihar,munger,18.0,95.0,1.0,76.0,2020-05-02,Red Zone,801817.0,42.0,137.0,157.0,1424.0,46.0,75.0,307.0,145.0,20.0,29.0,861.0,85782.0,49141.0,167566.0,2838.0,2653.0,17946.0,24259.0,3755.0,64469.0,20237.0,1419.0,958.0
1206,Bihar,munger,21.0,102.0,1.0,80.0,2020-05-03,Red Zone,801817.0,42.0,137.0,157.0,1424.0,46.0,75.0,307.0,145.0,20.0,29.0,861.0,85782.0,49141.0,167566.0,2838.0,2653.0,17946.0,24259.0,3755.0,64469.0,20237.0,1419.0,958.0
1207,Bihar,munger,22.0,102.0,1.0,79.0,2020-05-04,Red Zone,801817.0,42.0,137.0,157.0,1424.0,46.0,75.0,307.0,145.0,20.0,29.0,861.0,85782.0,49141.0,167566.0,2838.0,2653.0,17946.0,24259.0,3755.0,64469.0,20237.0,1419.0,958.0
1208,Bihar,munger,24.0,102.0,1.0,77.0,2020-05-05,Red Zone,801817.0,42.0,137.0,157.0,1424.0,46.0,75.0,307.0,145.0,20.0,29.0,861.0,85782.0,49141.0,167566.0,2838.0,2653.0,17946.0,24259.0,3755.0,64469.0,20237.0,1419.0,958.0
1209,Bihar,munger,30.0,102.0,1.0,71.0,2020-05-06,Red Zone,801817.0,42.0,137.0,157.0,1424.0,46.0,75.0,307.0,145.0,20.0,29.0,861.0,85782.0,49141.0,167566.0,2838.0,2653.0,17946.0,24259.0,3755.0,64469.0,20237.0,1419.0,958.0
1210,Bihar,munger,38.0,102.0,1.0,63.0,2020-05-07,Red Zone,801817.0,42.0,137.0,157.0,1424.0,46.0,75.0,307.0,145.0,20.0,29.0,861.0,85782.0,49141.0,167566.0,2838.0,2653.0,17946.0,24259.0,3755.0,64469.0,20237.0,1419.0,958.0
