,state,district,recovered,confirmed,deceased,active,date,Literate,Power_Parity_Above_Rs_545000,Power_Parity_Rs_150000_240000,Power_Parity_Rs_150000_330000,Total_Power_Parity,Power_Parity_Rs_425000_545000,Power_Parity_Rs_330000_545000,Power_Parity_Rs_90000_150000,Power_Parity_Rs_240000_330000,Power_Parity_Rs_330000_425000,Power_Parity_Rs_45000_150000,Urban_Households,LPG_or_PNG_Households,Other_Workers,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Households_with_Internet,Households_with_Computer,Households_with_Scooter_Motorcycle_Moped,Households_with_Car_Jeep_Van,Graduate_Education,Main_source_of_drinking_water_Tapwater_Households,Area,Density,Population,Classification_GreenZone,Classification_OrangeZone,Classification_RedZone,diff,BERT_label,BERT_label_1,BERT_label_2,BERT_label_3,BERT_label_4,BERT_label_5
3366,Haryana,rohtak,2.0,4.0,1.0,1.0,2020-05-03,747582.0,291.0,296.0,561.0,2299.0,284.0,461.0,537.0,265.0,177.0,909.0,131739.0,94633.0,205146.0,17402.0,8482.0,27225.0,63575.0,16545.0,100346.0,154010.0,1668.0,607.0,1061204.0,0,1,0,0.0,1,1,0,0,0,0
3367,Haryana,rohtak,2.0,4.0,1.0,1.0,2020-05-04,747582.0,291.0,296.0,561.0,2299.0,284.0,461.0,537.0,265.0,177.0,909.0,131739.0,94633.0,205146.0,17402.0,8482.0,27225.0,63575.0,16545.0,100346.0,154010.0,1668.0,607.0,1061204.0,0,1,0,0.0,1,1,0,0,0,0
3368,Haryana,rohtak,2.0,4.0,1.0,1.0,2020-05-05,747582.0,291.0,296.0,561.0,2299.0,284.0,461.0,537.0,265.0,177.0,909.0,131739.0,94633.0,205146.0,17402.0,8482.0,27225.0,63575.0,16545.0,100346.0,154010.0,1668.0,607.0,1061204.0,0,1,0,0.0,1,1,0,0,0,0
3369,Haryana,rohtak,2.0,4.0,1.0,1.0,2020-05-06,747582.0,291.0,296.0,561.0,2299.0,284.0,461.0,537.0,265.0,177.0,909.0,131739.0,94633.0,205146.0,17402.0,8482.0,27225.0,63575.0,16545.0,100346.0,154010.0,1668.0,607.0,1061204.0,0,1,0,0.0,1,1,0,0,0,0
3370,Haryana,rohtak,2.0,4.0,1.0,1.0,2020-05-07,747582.0,291.0,296.0,561.0,2299.0,284.0,461.0,537.0,265.0,177.0,909.0,131739.0,94633.0,205146.0,17402.0,8482.0,27225.0,63575.0,16545.0,100346.0,154010.0,1668.0,607.0,1061204.0,0,1,0,0.0,1,1,0,0,0,0
3371,Haryana,rohtak,2.0,4.0,1.0,1.0,2020-05-08,747582.0,291.0,296.0,561.0,2299.0,284.0,461.0,537.0,265.0,177.0,909.0,131739.0,94633.0,205146.0,17402.0,8482.0,27225.0,63575.0,16545.0,100346.0,154010.0,1668.0,607.0,1061204.0,0,1,0,0.0,1,1,0,0,0,0
3372,Haryana,rohtak,2.0,4.0,1.0,1.0,2020-05-09,747582.0,291.0,296.0,561.0,2299.0,284.0,461.0,537.0,265.0,177.0,909.0,131739.0,94633.0,205146.0,17402.0,8482.0,27225.0,63575.0,16545.0,100346.0,154010.0,1668.0,607.0,1061204.0,0,1,0,0.0,1,1,0,0,0,0
3373,Haryana,rohtak,2.0,5.0,1.0,2.0,2020-05-10,747582.0,291.0,296.0,561.0,2299.0,284.0,461.0,537.0,265.0,177.0,909.0,131739.0,94633.0,205146.0,17402.0,8482.0,27225.0,63575.0,16545.0,100346.0,154010.0,1668.0,607.0,1061204.0,0,1,0,1.0,1,1,0,0,0,0
3374,Haryana,rohtak,2.0,5.0,1.0,2.0,2020-05-11,747582.0,291.0,296.0,561.0,2299.0,284.0,461.0,537.0,265.0,177.0,909.0,131739.0,94633.0,205146.0,17402.0,8482.0,27225.0,63575.0,16545.0,100346.0,154010.0,1668.0,607.0,1061204.0,0,1,0,1.0,1,1,0,0,0,0
3375,Haryana,rohtak,2.0,5.0,1.0,2.0,2020-05-12,747582.0,291.0,296.0,561.0,2299.0,284.0,461.0,537.0,265.0,177.0,909.0,131739.0,94633.0,205146.0,17402.0,8482.0,27225.0,63575.0,16545.0,100346.0,154010.0,1668.0,607.0,1061204.0,0,1,0,1.0,1,1,0,0,0,0
3376,Haryana,rohtak,2.0,7.0,1.0,4.0,2020-05-13,747582.0,291.0,296.0,561.0,2299.0,284.0,461.0,537.0,265.0,177.0,909.0,131739.0,94633.0,205146.0,17402.0,8482.0,27225.0,63575.0,16545.0,100346.0,154010.0,1668.0,607.0,1061204.0,0,1,0,3.0,2,0,1,0,0,0
3377,Haryana,rohtak,2.0,7.0,1.0,4.0,2020-05-14,747582.0,291.0,296.0,561.0,2299.0,284.0,461.0,537.0,265.0,177.0,909.0,131739.0,94633.0,205146.0,17402.0,8482.0,27225.0,63575.0,16545.0,100346.0,154010.0,1668.0,607.0,1061204.0,0,1,0,2.0,2,0,1,0,0,0
3382,Haryana,sirsa,4.0,4.0,0.0,0.0,2020-04-25,782897.0,140.0,435.0,663.0,2681.0,405.0,657.0,538.0,228.0,252.0,1107.0,93316.0,70538.0,178712.0,13695.0,6287.0,22706.0,75692.0,24468.0,61620.0,204475.0,4276.0,303.0,1295189.0,0,1,0,0.0,1,1,0,0,0,0
3383,Haryana,sirsa,4.0,4.0,0.0,0.0,2020-04-26,782897.0,140.0,435.0,663.0,2681.0,405.0,657.0,538.0,228.0,252.0,1107.0,93316.0,70538.0,178712.0,13695.0,6287.0,22706.0,75692.0,24468.0,61620.0,204475.0,4276.0,303.0,1295189.0,0,1,0,0.0,1,1,0,0,0,0
3384,Haryana,sirsa,4.0,4.0,0.0,0.0,2020-04-27,782897.0,140.0,435.0,663.0,2681.0,405.0,657.0,538.0,228.0,252.0,1107.0,93316.0,70538.0,178712.0,13695.0,6287.0,22706.0,75692.0,24468.0,61620.0,204475.0,4276.0,303.0,1295189.0,0,1,0,0.0,1,1,0,0,0,0
3385,Haryana,sirsa,4.0,4.0,0.0,0.0,2020-04-28,782897.0,140.0,435.0,663.0,2681.0,405.0,657.0,538.0,228.0,252.0,1107.0,93316.0,70538.0,178712.0,13695.0,6287.0,22706.0,75692.0,24468.0,61620.0,204475.0,4276.0,303.0,1295189.0,0,1,0,0.0,1,1,0,0,0,0
3386,Haryana,sirsa,4.0,4.0,0.0,0.0,2020-04-29,782897.0,140.0,435.0,663.0,2681.0,405.0,657.0,538.0,228.0,252.0,1107.0,93316.0,70538.0,178712.0,13695.0,6287.0,22706.0,75692.0,24468.0,61620.0,204475.0,4276.0,303.0,1295189.0,0,1,0,0.0,1,1,0,0,0,0
3387,Haryana,sirsa,4.0,4.0,0.0,0.0,2020-04-30,782897.0,140.0,435.0,663.0,2681.0,405.0,657.0,538.0,228.0,252.0,1107.0,93316.0,70538.0,178712.0,13695.0,6287.0,22706.0,75692.0,24468.0,61620.0,204475.0,4276.0,303.0,1295189.0,0,1,0,0.0,1,1,0,0,0,0
3388,Haryana,sirsa,4.0,6.0,0.0,2.0,2020-05-01,782897.0,140.0,435.0,663.0,2681.0,405.0,657.0,538.0,228.0,252.0,1107.0,93316.0,70538.0,178712.0,13695.0,6287.0,22706.0,75692.0,24468.0,61620.0,204475.0,4276.0,303.0,1295189.0,0,1,0,2.0,2,0,1,0,0,0
3389,Haryana,sirsa,4.0,6.0,0.0,2.0,2020-05-02,782897.0,140.0,435.0,663.0,2681.0,405.0,657.0,538.0,228.0,252.0,1107.0,93316.0,70538.0,178712.0,13695.0,6287.0,22706.0,75692.0,24468.0,61620.0,204475.0,4276.0,303.0,1295189.0,0,1,0,2.0,2,0,1,0,0,0
3390,Haryana,sirsa,4.0,6.0,0.0,2.0,2020-05-03,782897.0,140.0,435.0,663.0,2681.0,405.0,657.0,538.0,228.0,252.0,1107.0,93316.0,70538.0,178712.0,13695.0,6287.0,22706.0,75692.0,24468.0,61620.0,204475.0,4276.0,303.0,1295189.0,0,1,0,2.0,2,0,1,0,0,0
3391,Haryana,sirsa,4.0,6.0,0.0,2.0,2020-05-04,782897.0,140.0,435.0,663.0,2681.0,405.0,657.0,538.0,228.0,252.0,1107.0,93316.0,70538.0,178712.0,13695.0,6287.0,22706.0,75692.0,24468.0,61620.0,204475.0,4276.0,303.0,1295189.0,0,1,0,2.0,2,0,1,0,0,0
3392,Haryana,sirsa,4.0,6.0,0.0,2.0,2020-05-05,782897.0,140.0,435.0,663.0,2681.0,405.0,657.0,538.0,228.0,252.0,1107.0,93316.0,70538.0,178712.0,13695.0,6287.0,22706.0,75692.0,24468.0,61620.0,204475.0,4276.0,303.0,1295189.0,0,1,0,0.0,1,1,0,0,0,0
3393,Haryana,sirsa,4.0,6.0,0.0,2.0,2020-05-06,782897.0,140.0,435.0,663.0,2681.0,405.0,657.0,538.0,228.0,252.0,1107.0,93316.0,70538.0,178712.0,13695.0,6287.0,22706.0,75692.0,24468.0,61620.0,204475.0,4276.0,303.0,1295189.0,0,1,0,0.0,1,1,0,0,0,0
3394,Haryana,sirsa,4.0,6.0,0.0,2.0,2020-05-07,782897.0,140.0,435.0,663.0,2681.0,405.0,657.0,538.0,228.0,252.0,1107.0,93316.0,70538.0,178712.0,13695.0,6287.0,22706.0,75692.0,24468.0,61620.0,204475.0,4276.0,303.0,1295189.0,0,1,0,0.0,1,1,0,0,0,0
3395,Haryana,sirsa,4.0,6.0,0.0,2.0,2020-05-08,782897.0,140.0,435.0,663.0,2681.0,405.0,657.0,538.0,228.0,252.0,1107.0,93316.0,70538.0,178712.0,13695.0,6287.0,22706.0,75692.0,24468.0,61620.0,204475.0,4276.0,303.0,1295189.0,0,1,0,0.0,1,1,0,0,0,0
3396,Haryana,sirsa,4.0,7.0,0.0,3.0,2020-05-09,782897.0,140.0,435.0,663.0,2681.0,405.0,657.0,538.0,228.0,252.0,1107.0,93316.0,70538.0,178712.0,13695.0,6287.0,22706.0,75692.0,24468.0,61620.0,204475.0,4276.0,303.0,1295189.0,0,1,0,1.0,1,1,0,0,0,0
3397,Haryana,sirsa,4.0,7.0,0.0,3.0,2020-05-10,782897.0,140.0,435.0,663.0,2681.0,405.0,657.0,538.0,228.0,252.0,1107.0,93316.0,70538.0,178712.0,13695.0,6287.0,22706.0,75692.0,24468.0,61620.0,204475.0,4276.0,303.0,1295189.0,0,1,0,1.0,1,1,0,0,0,0
3398,Haryana,sirsa,4.0,7.0,0.0,3.0,2020-05-11,782897.0,140.0,435.0,663.0,2681.0,405.0,657.0,538.0,228.0,252.0,1107.0,93316.0,70538.0,178712.0,13695.0,6287.0,22706.0,75692.0,24468.0,61620.0,204475.0,4276.0,303.0,1295189.0,0,1,0,1.0,1,1,0,0,0,0
3399,Haryana,sirsa,4.0,7.0,0.0,3.0,2020-05-12,782897.0,140.0,435.0,663.0,2681.0,405.0,657.0,538.0,228.0,252.0,1107.0,93316.0,70538.0,178712.0,13695.0,6287.0,22706.0,75692.0,24468.0,61620.0,204475.0,4276.0,303.0,1295189.0,0,1,0,1.0,1,1,0,0,0,0
3400,Haryana,sirsa,4.0,7.0,0.0,3.0,2020-05-13,782897.0,140.0,435.0,663.0,2681.0,405.0,657.0,538.0,228.0,252.0,1107.0,93316.0,70538.0,178712.0,13695.0,6287.0,22706.0,75692.0,24468.0,61620.0,204475.0,4276.0,303.0,1295189.0,0,1,0,0.0,1,1,0,0,0,0
3401,Haryana,sirsa,4.0,7.0,0.0,3.0,2020-05-14,782897.0,140.0,435.0,663.0,2681.0,405.0,657.0,538.0,228.0,252.0,1107.0,93316.0,70538.0,178712.0,13695.0,6287.0,22706.0,75692.0,24468.0,61620.0,204475.0,4276.0,303.0,1295189.0,0,1,0,0.0,1,1,0,0,0,0
3406,Haryana,sonipat,4.0,19.0,0.0,15.0,2020-04-25,998316.0,412.0,585.0,989.0,4054.0,540.0,876.0,858.0,404.0,336.0,1624.0,133576.0,126009.0,260918.0,18270.0,9029.0,30697.0,84519.0,22367.0,101186.0,164405.0,2260.0,697.0,1450001.0,0,0,1,10.0,2,0,1,0,0,0
3407,Haryana,sonipat,4.0,20.0,0.0,16.0,2020-04-26,998316.0,412.0,585.0,989.0,4054.0,540.0,876.0,858.0,404.0,336.0,1624.0,133576.0,126009.0,260918.0,18270.0,9029.0,30697.0,84519.0,22367.0,101186.0,164405.0,2260.0,697.0,1450001.0,0,0,1,7.0,2,0,1,0,0,0
3408,Haryana,sonipat,4.0,22.0,0.0,18.0,2020-04-27,998316.0,412.0,585.0,989.0,4054.0,540.0,876.0,858.0,404.0,336.0,1624.0,133576.0,126009.0,260918.0,18270.0,9029.0,30697.0,84519.0,22367.0,101186.0,164405.0,2260.0,697.0,1450001.0,0,0,1,9.0,2,0,1,0,0,0
3409,Haryana,sonipat,4.0,24.0,0.0,20.0,2020-04-28,998316.0,412.0,585.0,989.0,4054.0,540.0,876.0,858.0,404.0,336.0,1624.0,133576.0,126009.0,260918.0,18270.0,9029.0,30697.0,84519.0,22367.0,101186.0,164405.0,2260.0,697.0,1450001.0,0,0,1,11.0,3,0,0,1,0,0
3410,Haryana,sonipat,4.0,25.0,0.0,21.0,2020-04-29,998316.0,412.0,585.0,989.0,4054.0,540.0,876.0,858.0,404.0,336.0,1624.0,133576.0,126009.0,260918.0,18270.0,9029.0,30697.0,84519.0,22367.0,101186.0,164405.0,2260.0,697.0,1450001.0,0,0,1,6.0,2,0,1,0,0,0
3411,Haryana,sonipat,4.0,25.0,0.0,21.0,2020-04-30,998316.0,412.0,585.0,989.0,4054.0,540.0,876.0,858.0,404.0,336.0,1624.0,133576.0,126009.0,260918.0,18270.0,9029.0,30697.0,84519.0,22367.0,101186.0,164405.0,2260.0,697.0,1450001.0,0,0,1,5.0,2,0,1,0,0,0
3412,Haryana,sonipat,4.0,26.0,0.0,22.0,2020-05-01,998316.0,412.0,585.0,989.0,4054.0,540.0,876.0,858.0,404.0,336.0,1624.0,133576.0,126009.0,260918.0,18270.0,9029.0,30697.0,84519.0,22367.0,101186.0,164405.0,2260.0,697.0,1450001.0,0,0,1,4.0,2,0,1,0,0,0
3413,Haryana,sonipat,4.0,26.0,0.0,22.0,2020-05-02,998316.0,412.0,585.0,989.0,4054.0,540.0,876.0,858.0,404.0,336.0,1624.0,133576.0,126009.0,260918.0,18270.0,9029.0,30697.0,84519.0,22367.0,101186.0,164405.0,2260.0,697.0,1450001.0,0,0,1,2.0,2,0,1,0,0,0
3414,Haryana,sonipat,6.0,44.0,0.0,38.0,2020-05-03,998316.0,412.0,585.0,989.0,4054.0,540.0,876.0,858.0,404.0,336.0,1624.0,133576.0,126009.0,260918.0,18270.0,9029.0,30697.0,84519.0,22367.0,101186.0,164405.0,2260.0,697.0,1450001.0,0,0,1,19.0,3,0,0,1,0,0
3415,Haryana,sonipat,6.0,73.0,0.0,67.0,2020-05-04,998316.0,412.0,585.0,989.0,4054.0,540.0,876.0,858.0,404.0,336.0,1624.0,133576.0,126009.0,260918.0,18270.0,9029.0,30697.0,84519.0,22367.0,101186.0,164405.0,2260.0,697.0,1450001.0,0,0,1,48.0,3,0,0,1,0,0
3416,Haryana,sonipat,6.0,78.0,0.0,72.0,2020-05-05,998316.0,412.0,585.0,989.0,4054.0,540.0,876.0,858.0,404.0,336.0,1624.0,133576.0,126009.0,260918.0,18270.0,9029.0,30697.0,84519.0,22367.0,101186.0,164405.0,2260.0,697.0,1450001.0,0,0,1,52.0,4,0,0,0,1,0
3417,Haryana,sonipat,6.0,81.0,0.0,75.0,2020-05-06,998316.0,412.0,585.0,989.0,4054.0,540.0,876.0,858.0,404.0,336.0,1624.0,133576.0,126009.0,260918.0,18270.0,9029.0,30697.0,84519.0,22367.0,101186.0,164405.0,2260.0,697.0,1450001.0,0,0,1,55.0,4,0,0,0,1,0
3418,Haryana,sonipat,6.0,84.0,0.0,78.0,2020-05-07,998316.0,412.0,585.0,989.0,4054.0,540.0,876.0,858.0,404.0,336.0,1624.0,133576.0,126009.0,260918.0,18270.0,9029.0,30697.0,84519.0,22367.0,101186.0,164405.0,2260.0,697.0,1450001.0,0,0,1,40.0,3,0,0,1,0,0
3419,Haryana,sonipat,9.0,86.0,0.0,77.0,2020-05-08,998316.0,412.0,585.0,989.0,4054.0,540.0,876.0,858.0,404.0,336.0,1624.0,133576.0,126009.0,260918.0,18270.0,9029.0,30697.0,84519.0,22367.0,101186.0,164405.0,2260.0,697.0,1450001.0,0,0,1,13.0,3,0,0,1,0,0
3420,Haryana,sonipat,9.0,89.0,0.0,80.0,2020-05-09,998316.0,412.0,585.0,989.0,4054.0,540.0,876.0,858.0,404.0,336.0,1624.0,133576.0,126009.0,260918.0,18270.0,9029.0,30697.0,84519.0,22367.0,101186.0,164405.0,2260.0,697.0,1450001.0,0,0,1,11.0,3,0,0,1,0,0
3421,Haryana,sonipat,14.0,100.0,0.0,86.0,2020-05-10,998316.0,412.0,585.0,989.0,4054.0,540.0,876.0,858.0,404.0,336.0,1624.0,133576.0,126009.0,260918.0,18270.0,9029.0,30697.0,84519.0,22367.0,101186.0,164405.0,2260.0,697.0,1450001.0,0,0,1,19.0,3,0,0,1,0,0
3422,Haryana,sonipat,24.0,105.0,0.0,81.0,2020-05-11,998316.0,412.0,585.0,989.0,4054.0,540.0,876.0,858.0,404.0,336.0,1624.0,133576.0,126009.0,260918.0,18270.0,9029.0,30697.0,84519.0,22367.0,101186.0,164405.0,2260.0,697.0,1450001.0,0,0,1,21.0,3,0,0,1,0,0
3423,Haryana,sonipat,24.0,120.0,0.0,96.0,2020-05-12,998316.0,412.0,585.0,989.0,4054.0,540.0,876.0,858.0,404.0,336.0,1624.0,133576.0,126009.0,260918.0,18270.0,9029.0,30697.0,84519.0,22367.0,101186.0,164405.0,2260.0,697.0,1450001.0,0,0,1,34.0,3,0,0,1,0,0
3424,Haryana,sonipat,54.0,120.0,0.0,66.0,2020-05-13,998316.0,412.0,585.0,989.0,4054.0,540.0,876.0,858.0,404.0,336.0,1624.0,133576.0,126009.0,260918.0,18270.0,9029.0,30697.0,84519.0,22367.0,101186.0,164405.0,2260.0,697.0,1450001.0,0,0,1,31.0,3,0,0,1,0,0
3425,Haryana,sonipat,64.0,120.0,0.0,56.0,2020-05-14,998316.0,412.0,585.0,989.0,4054.0,540.0,876.0,858.0,404.0,336.0,1624.0,133576.0,126009.0,260918.0,18270.0,9029.0,30697.0,84519.0,22367.0,101186.0,164405.0,2260.0,697.0,1450001.0,0,0,1,20.0,3,0,0,1,0,0
3430,Haryana,yamunanagar,3.0,3.0,0.0,0.0,2020-04-25,832457.0,273.0,348.0,636.0,2575.0,336.0,545.0,591.0,288.0,209.0,1029.0,143259.0,109080.0,242179.0,17259.0,8079.0,25129.0,87959.0,20791.0,82532.0,176944.0,1756.0,687.0,1214205.0,0,1,0,0.0,1,1,0,0,0,0
3431,Haryana,yamunanagar,3.0,3.0,0.0,0.0,2020-04-26,832457.0,273.0,348.0,636.0,2575.0,336.0,545.0,591.0,288.0,209.0,1029.0,143259.0,109080.0,242179.0,17259.0,8079.0,25129.0,87959.0,20791.0,82532.0,176944.0,1756.0,687.0,1214205.0,0,1,0,0.0,1,1,0,0,0,0
3432,Haryana,yamunanagar,3.0,3.0,0.0,0.0,2020-04-27,832457.0,273.0,348.0,636.0,2575.0,336.0,545.0,591.0,288.0,209.0,1029.0,143259.0,109080.0,242179.0,17259.0,8079.0,25129.0,87959.0,20791.0,82532.0,176944.0,1756.0,687.0,1214205.0,0,1,0,0.0,1,1,0,0,0,0
3433,Haryana,yamunanagar,3.0,3.0,0.0,0.0,2020-04-28,832457.0,273.0,348.0,636.0,2575.0,336.0,545.0,591.0,288.0,209.0,1029.0,143259.0,109080.0,242179.0,17259.0,8079.0,25129.0,87959.0,20791.0,82532.0,176944.0,1756.0,687.0,1214205.0,0,1,0,0.0,1,1,0,0,0,0
3434,Haryana,yamunanagar,3.0,3.0,0.0,0.0,2020-04-29,832457.0,273.0,348.0,636.0,2575.0,336.0,545.0,591.0,288.0,209.0,1029.0,143259.0,109080.0,242179.0,17259.0,8079.0,25129.0,87959.0,20791.0,82532.0,176944.0,1756.0,687.0,1214205.0,0,1,0,0.0,1,1,0,0,0,0
3435,Haryana,yamunanagar,3.0,3.0,0.0,0.0,2020-04-30,832457.0,273.0,348.0,636.0,2575.0,336.0,545.0,591.0,288.0,209.0,1029.0,143259.0,109080.0,242179.0,17259.0,8079.0,25129.0,87959.0,20791.0,82532.0,176944.0,1756.0,687.0,1214205.0,0,1,0,0.0,1,1,0,0,0,0
3436,Haryana,yamunanagar,3.0,3.0,0.0,0.0,2020-05-01,832457.0,273.0,348.0,636.0,2575.0,336.0,545.0,591.0,288.0,209.0,1029.0,143259.0,109080.0,242179.0,17259.0,8079.0,25129.0,87959.0,20791.0,82532.0,176944.0,1756.0,687.0,1214205.0,0,1,0,0.0,1,1,0,0,0,0
3437,Haryana,yamunanagar,3.0,4.0,0.0,1.0,2020-05-02,832457.0,273.0,348.0,636.0,2575.0,336.0,545.0,591.0,288.0,209.0,1029.0,143259.0,109080.0,242179.0,17259.0,8079.0,25129.0,87959.0,20791.0,82532.0,176944.0,1756.0,687.0,1214205.0,0,1,0,1.0,1,1,0,0,0,0
3438,Haryana,yamunanagar,3.0,6.0,0.0,3.0,2020-05-03,832457.0,273.0,348.0,636.0,2575.0,336.0,545.0,591.0,288.0,209.0,1029.0,143259.0,109080.0,242179.0,17259.0,8079.0,25129.0,87959.0,20791.0,82532.0,176944.0,1756.0,687.0,1214205.0,0,1,0,3.0,2,0,1,0,0,0
3439,Haryana,yamunanagar,3.0,6.0,0.0,3.0,2020-05-04,832457.0,273.0,348.0,636.0,2575.0,336.0,545.0,591.0,288.0,209.0,1029.0,143259.0,109080.0,242179.0,17259.0,8079.0,25129.0,87959.0,20791.0,82532.0,176944.0,1756.0,687.0,1214205.0,0,1,0,3.0,2,0,1,0,0,0
3440,Haryana,yamunanagar,3.0,8.0,0.0,5.0,2020-05-05,832457.0,273.0,348.0,636.0,2575.0,336.0,545.0,591.0,288.0,209.0,1029.0,143259.0,109080.0,242179.0,17259.0,8079.0,25129.0,87959.0,20791.0,82532.0,176944.0,1756.0,687.0,1214205.0,0,1,0,5.0,2,0,1,0,0,0
3441,Haryana,yamunanagar,3.0,8.0,0.0,5.0,2020-05-06,832457.0,273.0,348.0,636.0,2575.0,336.0,545.0,591.0,288.0,209.0,1029.0,143259.0,109080.0,242179.0,17259.0,8079.0,25129.0,87959.0,20791.0,82532.0,176944.0,1756.0,687.0,1214205.0,0,1,0,4.0,2,0,1,0,0,0
3442,Haryana,yamunanagar,3.0,8.0,0.0,5.0,2020-05-07,832457.0,273.0,348.0,636.0,2575.0,336.0,545.0,591.0,288.0,209.0,1029.0,143259.0,109080.0,242179.0,17259.0,8079.0,25129.0,87959.0,20791.0,82532.0,176944.0,1756.0,687.0,1214205.0,0,1,0,2.0,2,0,1,0,0,0
3443,Haryana,yamunanagar,3.0,8.0,0.0,5.0,2020-05-08,832457.0,273.0,348.0,636.0,2575.0,336.0,545.0,591.0,288.0,209.0,1029.0,143259.0,109080.0,242179.0,17259.0,8079.0,25129.0,87959.0,20791.0,82532.0,176944.0,1756.0,687.0,1214205.0,0,1,0,2.0,2,0,1,0,0,0
3444,Haryana,yamunanagar,3.0,8.0,0.0,5.0,2020-05-09,832457.0,273.0,348.0,636.0,2575.0,336.0,545.0,591.0,288.0,209.0,1029.0,143259.0,109080.0,242179.0,17259.0,8079.0,25129.0,87959.0,20791.0,82532.0,176944.0,1756.0,687.0,1214205.0,0,1,0,0.0,1,1,0,0,0,0
3445,Haryana,yamunanagar,4.0,8.0,0.0,4.0,2020-05-10,832457.0,273.0,348.0,636.0,2575.0,336.0,545.0,591.0,288.0,209.0,1029.0,143259.0,109080.0,242179.0,17259.0,8079.0,25129.0,87959.0,20791.0,82532.0,176944.0,1756.0,687.0,1214205.0,0,1,0,0.0,1,1,0,0,0,0
3446,Haryana,yamunanagar,4.0,8.0,0.0,4.0,2020-05-11,832457.0,273.0,348.0,636.0,2575.0,336.0,545.0,591.0,288.0,209.0,1029.0,143259.0,109080.0,242179.0,17259.0,8079.0,25129.0,87959.0,20791.0,82532.0,176944.0,1756.0,687.0,1214205.0,0,1,0,0.0,1,1,0,0,0,0
3447,Haryana,yamunanagar,4.0,8.0,0.0,4.0,2020-05-12,832457.0,273.0,348.0,636.0,2575.0,336.0,545.0,591.0,288.0,209.0,1029.0,143259.0,109080.0,242179.0,17259.0,8079.0,25129.0,87959.0,20791.0,82532.0,176944.0,1756.0,687.0,1214205.0,0,1,0,0.0,1,1,0,0,0,0
3448,Haryana,yamunanagar,4.0,8.0,0.0,4.0,2020-05-13,832457.0,273.0,348.0,636.0,2575.0,336.0,545.0,591.0,288.0,209.0,1029.0,143259.0,109080.0,242179.0,17259.0,8079.0,25129.0,87959.0,20791.0,82532.0,176944.0,1756.0,687.0,1214205.0,0,1,0,0.0,1,1,0,0,0,0
3449,Haryana,yamunanagar,8.0,8.0,0.0,0.0,2020-05-14,832457.0,273.0,348.0,636.0,2575.0,336.0,545.0,591.0,288.0,209.0,1029.0,143259.0,109080.0,242179.0,17259.0,8079.0,25129.0,87959.0,20791.0,82532.0,176944.0,1756.0,687.0,1214205.0,0,1,0,0.0,1,1,0,0,0,0
3502,Haryana,jhajjar,0.0,28.0,0.0,28.0,2020-05-01,676091.0,260.0,305.0,524.0,2169.0,275.0,446.0,452.0,219.0,171.0,859.0,78328.0,70149.0,160046.0,9674.0,5034.0,19241.0,52868.0,14298.0,58826.0,133448.0,1868.0,522.0,958405.0,0,1,0,27.0,3,0,0,1,0,0
3503,Haryana,jhajjar,0.0,40.0,0.0,40.0,2020-05-02,676091.0,260.0,305.0,524.0,2169.0,275.0,446.0,452.0,219.0,171.0,859.0,78328.0,70149.0,160046.0,9674.0,5034.0,19241.0,52868.0,14298.0,58826.0,133448.0,1868.0,522.0,958405.0,0,1,0,35.0,3,0,0,1,0,0
3504,Haryana,jhajjar,0.0,42.0,0.0,42.0,2020-05-03,676091.0,260.0,305.0,524.0,2169.0,275.0,446.0,452.0,219.0,171.0,859.0,78328.0,70149.0,160046.0,9674.0,5034.0,19241.0,52868.0,14298.0,58826.0,133448.0,1868.0,522.0,958405.0,0,1,0,36.0,3,0,0,1,0,0
3505,Haryana,jhajjar,0.0,56.0,0.0,56.0,2020-05-04,676091.0,260.0,305.0,524.0,2169.0,275.0,446.0,452.0,219.0,171.0,859.0,78328.0,70149.0,160046.0,9674.0,5034.0,19241.0,52868.0,14298.0,58826.0,133448.0,1868.0,522.0,958405.0,0,1,0,32.0,3,0,0,1,0,0
3506,Haryana,jhajjar,0.0,64.0,0.0,64.0,2020-05-05,676091.0,260.0,305.0,524.0,2169.0,275.0,446.0,452.0,219.0,171.0,859.0,78328.0,70149.0,160046.0,9674.0,5034.0,19241.0,52868.0,14298.0,58826.0,133448.0,1868.0,522.0,958405.0,0,1,0,36.0,3,0,0,1,0,0
3507,Haryana,jhajjar,0.0,70.0,0.0,70.0,2020-05-06,676091.0,260.0,305.0,524.0,2169.0,275.0,446.0,452.0,219.0,171.0,859.0,78328.0,70149.0,160046.0,9674.0,5034.0,19241.0,52868.0,14298.0,58826.0,133448.0,1868.0,522.0,958405.0,0,1,0,30.0,3,0,0,1,0,0
3508,Haryana,jhajjar,0.0,73.0,0.0,73.0,2020-05-07,676091.0,260.0,305.0,524.0,2169.0,275.0,446.0,452.0,219.0,171.0,859.0,78328.0,70149.0,160046.0,9674.0,5034.0,19241.0,52868.0,14298.0,58826.0,133448.0,1868.0,522.0,958405.0,0,1,0,31.0,3,0,0,1,0,0
