,state,district,recovered,confirmed,deceased,active,date,Literate,Power_Parity_Above_Rs_545000,Power_Parity_Rs_150000_240000,Power_Parity_Rs_150000_330000,Total_Power_Parity,Power_Parity_Rs_425000_545000,Power_Parity_Rs_330000_545000,Power_Parity_Rs_90000_150000,Power_Parity_Rs_240000_330000,Power_Parity_Rs_330000_425000,Power_Parity_Rs_45000_150000,Urban_Households,LPG_or_PNG_Households,Other_Workers,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Households_with_Internet,Households_with_Computer,Households_with_Scooter_Motorcycle_Moped,Households_with_Car_Jeep_Van,Graduate_Education,Main_source_of_drinking_water_Tapwater_Households,Area,Density,Population,Classification_GreenZone,Classification_OrangeZone,Classification_RedZone,diff,BERT_label,BERT_label_1,BERT_label_2,BERT_label_3,BERT_label_4,BERT_label_5
4,Andaman and Nicobar Islands,northandmiddleandaman,1.0,1.0,0.0,0.0,2020-04-25,78683.0,84.0,212.0,346.0,3151.0,120.0,190.0,685.0,134.0,70.0,1895.0,1094.0,5897.0,25677.0,561.0,388.0,1193.0,3550.0,910.0,5133.0,20185.0,3736.0,28.0,105597.0,1,0,0,0.0,1,1,0,0,0,0
5,Andaman and Nicobar Islands,northandmiddleandaman,1.0,1.0,0.0,0.0,2020-04-26,78683.0,84.0,212.0,346.0,3151.0,120.0,190.0,685.0,134.0,70.0,1895.0,1094.0,5897.0,25677.0,561.0,388.0,1193.0,3550.0,910.0,5133.0,20185.0,3736.0,28.0,105597.0,1,0,0,0.0,1,1,0,0,0,0
6,Andaman and Nicobar Islands,northandmiddleandaman,1.0,1.0,0.0,0.0,2020-04-27,78683.0,84.0,212.0,346.0,3151.0,120.0,190.0,685.0,134.0,70.0,1895.0,1094.0,5897.0,25677.0,561.0,388.0,1193.0,3550.0,910.0,5133.0,20185.0,3736.0,28.0,105597.0,1,0,0,0.0,1,1,0,0,0,0
7,Andaman and Nicobar Islands,northandmiddleandaman,1.0,1.0,0.0,0.0,2020-04-28,78683.0,84.0,212.0,346.0,3151.0,120.0,190.0,685.0,134.0,70.0,1895.0,1094.0,5897.0,25677.0,561.0,388.0,1193.0,3550.0,910.0,5133.0,20185.0,3736.0,28.0,105597.0,1,0,0,0.0,1,1,0,0,0,0
8,Andaman and Nicobar Islands,northandmiddleandaman,1.0,1.0,0.0,0.0,2020-04-29,78683.0,84.0,212.0,346.0,3151.0,120.0,190.0,685.0,134.0,70.0,1895.0,1094.0,5897.0,25677.0,561.0,388.0,1193.0,3550.0,910.0,5133.0,20185.0,3736.0,28.0,105597.0,1,0,0,0.0,1,1,0,0,0,0
9,Andaman and Nicobar Islands,northandmiddleandaman,1.0,1.0,0.0,0.0,2020-04-30,78683.0,84.0,212.0,346.0,3151.0,120.0,190.0,685.0,134.0,70.0,1895.0,1094.0,5897.0,25677.0,561.0,388.0,1193.0,3550.0,910.0,5133.0,20185.0,3736.0,28.0,105597.0,1,0,0,0.0,1,1,0,0,0,0
10,Andaman and Nicobar Islands,northandmiddleandaman,1.0,1.0,0.0,0.0,2020-05-01,78683.0,84.0,212.0,346.0,3151.0,120.0,190.0,685.0,134.0,70.0,1895.0,1094.0,5897.0,25677.0,561.0,388.0,1193.0,3550.0,910.0,5133.0,20185.0,3736.0,28.0,105597.0,1,0,0,0.0,1,1,0,0,0,0
11,Andaman and Nicobar Islands,northandmiddleandaman,1.0,1.0,0.0,0.0,2020-05-02,78683.0,84.0,212.0,346.0,3151.0,120.0,190.0,685.0,134.0,70.0,1895.0,1094.0,5897.0,25677.0,561.0,388.0,1193.0,3550.0,910.0,5133.0,20185.0,3736.0,28.0,105597.0,1,0,0,0.0,1,1,0,0,0,0
12,Andaman and Nicobar Islands,northandmiddleandaman,1.0,1.0,0.0,0.0,2020-05-03,78683.0,84.0,212.0,346.0,3151.0,120.0,190.0,685.0,134.0,70.0,1895.0,1094.0,5897.0,25677.0,561.0,388.0,1193.0,3550.0,910.0,5133.0,20185.0,3736.0,28.0,105597.0,1,0,0,0.0,1,1,0,0,0,0
13,Andaman and Nicobar Islands,northandmiddleandaman,1.0,1.0,0.0,0.0,2020-05-04,78683.0,84.0,212.0,346.0,3151.0,120.0,190.0,685.0,134.0,70.0,1895.0,1094.0,5897.0,25677.0,561.0,388.0,1193.0,3550.0,910.0,5133.0,20185.0,3736.0,28.0,105597.0,1,0,0,0.0,1,1,0,0,0,0
14,Andaman and Nicobar Islands,northandmiddleandaman,1.0,1.0,0.0,0.0,2020-05-05,78683.0,84.0,212.0,346.0,3151.0,120.0,190.0,685.0,134.0,70.0,1895.0,1094.0,5897.0,25677.0,561.0,388.0,1193.0,3550.0,910.0,5133.0,20185.0,3736.0,28.0,105597.0,1,0,0,0.0,1,1,0,0,0,0
15,Andaman and Nicobar Islands,northandmiddleandaman,1.0,1.0,0.0,0.0,2020-05-06,78683.0,84.0,212.0,346.0,3151.0,120.0,190.0,685.0,134.0,70.0,1895.0,1094.0,5897.0,25677.0,561.0,388.0,1193.0,3550.0,910.0,5133.0,20185.0,3736.0,28.0,105597.0,1,0,0,0.0,1,1,0,0,0,0
16,Andaman and Nicobar Islands,northandmiddleandaman,1.0,1.0,0.0,0.0,2020-05-07,78683.0,84.0,212.0,346.0,3151.0,120.0,190.0,685.0,134.0,70.0,1895.0,1094.0,5897.0,25677.0,561.0,388.0,1193.0,3550.0,910.0,5133.0,20185.0,3736.0,28.0,105597.0,1,0,0,0.0,1,1,0,0,0,0
17,Andaman and Nicobar Islands,northandmiddleandaman,1.0,1.0,0.0,0.0,2020-05-08,78683.0,84.0,212.0,346.0,3151.0,120.0,190.0,685.0,134.0,70.0,1895.0,1094.0,5897.0,25677.0,561.0,388.0,1193.0,3550.0,910.0,5133.0,20185.0,3736.0,28.0,105597.0,1,0,0,0.0,1,1,0,0,0,0
18,Andaman and Nicobar Islands,northandmiddleandaman,1.0,1.0,0.0,0.0,2020-05-09,78683.0,84.0,212.0,346.0,3151.0,120.0,190.0,685.0,134.0,70.0,1895.0,1094.0,5897.0,25677.0,561.0,388.0,1193.0,3550.0,910.0,5133.0,20185.0,3736.0,28.0,105597.0,1,0,0,0.0,1,1,0,0,0,0
19,Andaman and Nicobar Islands,northandmiddleandaman,1.0,1.0,0.0,0.0,2020-05-10,78683.0,84.0,212.0,346.0,3151.0,120.0,190.0,685.0,134.0,70.0,1895.0,1094.0,5897.0,25677.0,561.0,388.0,1193.0,3550.0,910.0,5133.0,20185.0,3736.0,28.0,105597.0,1,0,0,0.0,1,1,0,0,0,0
20,Andaman and Nicobar Islands,northandmiddleandaman,1.0,1.0,0.0,0.0,2020-05-11,78683.0,84.0,212.0,346.0,3151.0,120.0,190.0,685.0,134.0,70.0,1895.0,1094.0,5897.0,25677.0,561.0,388.0,1193.0,3550.0,910.0,5133.0,20185.0,3736.0,28.0,105597.0,1,0,0,0.0,1,1,0,0,0,0
21,Andaman and Nicobar Islands,northandmiddleandaman,1.0,1.0,0.0,0.0,2020-05-12,78683.0,84.0,212.0,346.0,3151.0,120.0,190.0,685.0,134.0,70.0,1895.0,1094.0,5897.0,25677.0,561.0,388.0,1193.0,3550.0,910.0,5133.0,20185.0,3736.0,28.0,105597.0,1,0,0,0.0,1,1,0,0,0,0
22,Andaman and Nicobar Islands,northandmiddleandaman,1.0,1.0,0.0,0.0,2020-05-13,78683.0,84.0,212.0,346.0,3151.0,120.0,190.0,685.0,134.0,70.0,1895.0,1094.0,5897.0,25677.0,561.0,388.0,1193.0,3550.0,910.0,5133.0,20185.0,3736.0,28.0,105597.0,1,0,0,0.0,1,1,0,0,0,0
23,Andaman and Nicobar Islands,northandmiddleandaman,1.0,1.0,0.0,0.0,2020-05-14,78683.0,84.0,212.0,346.0,3151.0,120.0,190.0,685.0,134.0,70.0,1895.0,1094.0,5897.0,25677.0,561.0,388.0,1193.0,3550.0,910.0,5133.0,20185.0,3736.0,28.0,105597.0,1,0,0,0.0,1,1,0,0,0,0
28,Andaman and Nicobar Islands,southandaman,10.0,32.0,0.0,22.0,2020-04-25,190266.0,376.0,649.0,1017.0,5782.0,497.0,762.0,1371.0,368.0,265.0,3020.0,50631.0,31998.0,87782.0,4460.0,2789.0,6771.0,17535.0,5323.0,22388.0,51292.0,2672.0,89.0,238142.0,0,0,1,17.0,3,0,0,1,0,0
29,Andaman and Nicobar Islands,southandaman,10.0,32.0,0.0,22.0,2020-04-26,190266.0,376.0,649.0,1017.0,5782.0,497.0,762.0,1371.0,368.0,265.0,3020.0,50631.0,31998.0,87782.0,4460.0,2789.0,6771.0,17535.0,5323.0,22388.0,51292.0,2672.0,89.0,238142.0,0,0,1,16.0,3,0,0,1,0,0
30,Andaman and Nicobar Islands,southandaman,10.0,32.0,0.0,22.0,2020-04-27,190266.0,376.0,649.0,1017.0,5782.0,497.0,762.0,1371.0,368.0,265.0,3020.0,50631.0,31998.0,87782.0,4460.0,2789.0,6771.0,17535.0,5323.0,22388.0,51292.0,2672.0,89.0,238142.0,0,0,1,12.0,3,0,0,1,0,0
31,Andaman and Nicobar Islands,southandaman,14.0,32.0,0.0,18.0,2020-04-28,190266.0,376.0,649.0,1017.0,5782.0,497.0,762.0,1371.0,368.0,265.0,3020.0,50631.0,31998.0,87782.0,4460.0,2789.0,6771.0,17535.0,5323.0,22388.0,51292.0,2672.0,89.0,238142.0,0,0,1,5.0,2,0,1,0,0,0
32,Andaman and Nicobar Islands,southandaman,14.0,32.0,0.0,18.0,2020-04-29,190266.0,376.0,649.0,1017.0,5782.0,497.0,762.0,1371.0,368.0,265.0,3020.0,50631.0,31998.0,87782.0,4460.0,2789.0,6771.0,17535.0,5323.0,22388.0,51292.0,2672.0,89.0,238142.0,0,0,1,0.0,1,1,0,0,0,0
33,Andaman and Nicobar Islands,southandaman,15.0,32.0,0.0,17.0,2020-04-30,190266.0,376.0,649.0,1017.0,5782.0,497.0,762.0,1371.0,368.0,265.0,3020.0,50631.0,31998.0,87782.0,4460.0,2789.0,6771.0,17535.0,5323.0,22388.0,51292.0,2672.0,89.0,238142.0,0,0,1,0.0,1,1,0,0,0,0
34,Andaman and Nicobar Islands,southandaman,15.0,32.0,0.0,17.0,2020-05-01,190266.0,376.0,649.0,1017.0,5782.0,497.0,762.0,1371.0,368.0,265.0,3020.0,50631.0,31998.0,87782.0,4460.0,2789.0,6771.0,17535.0,5323.0,22388.0,51292.0,2672.0,89.0,238142.0,0,0,1,0.0,1,1,0,0,0,0
35,Andaman and Nicobar Islands,southandaman,25.0,32.0,0.0,7.0,2020-05-02,190266.0,376.0,649.0,1017.0,5782.0,497.0,762.0,1371.0,368.0,265.0,3020.0,50631.0,31998.0,87782.0,4460.0,2789.0,6771.0,17535.0,5323.0,22388.0,51292.0,2672.0,89.0,238142.0,0,0,1,0.0,1,1,0,0,0,0
36,Andaman and Nicobar Islands,southandaman,31.0,32.0,0.0,1.0,2020-05-03,190266.0,376.0,649.0,1017.0,5782.0,497.0,762.0,1371.0,368.0,265.0,3020.0,50631.0,31998.0,87782.0,4460.0,2789.0,6771.0,17535.0,5323.0,22388.0,51292.0,2672.0,89.0,238142.0,0,0,1,0.0,1,1,0,0,0,0
37,Andaman and Nicobar Islands,southandaman,31.0,32.0,0.0,1.0,2020-05-04,190266.0,376.0,649.0,1017.0,5782.0,497.0,762.0,1371.0,368.0,265.0,3020.0,50631.0,31998.0,87782.0,4460.0,2789.0,6771.0,17535.0,5323.0,22388.0,51292.0,2672.0,89.0,238142.0,0,0,1,0.0,1,1,0,0,0,0
38,Andaman and Nicobar Islands,southandaman,31.0,32.0,0.0,1.0,2020-05-05,190266.0,376.0,649.0,1017.0,5782.0,497.0,762.0,1371.0,368.0,265.0,3020.0,50631.0,31998.0,87782.0,4460.0,2789.0,6771.0,17535.0,5323.0,22388.0,51292.0,2672.0,89.0,238142.0,0,0,1,0.0,1,1,0,0,0,0
39,Andaman and Nicobar Islands,southandaman,31.0,32.0,0.0,1.0,2020-05-06,190266.0,376.0,649.0,1017.0,5782.0,497.0,762.0,1371.0,368.0,265.0,3020.0,50631.0,31998.0,87782.0,4460.0,2789.0,6771.0,17535.0,5323.0,22388.0,51292.0,2672.0,89.0,238142.0,0,0,1,0.0,1,1,0,0,0,0
40,Andaman and Nicobar Islands,southandaman,32.0,32.0,0.0,0.0,2020-05-07,190266.0,376.0,649.0,1017.0,5782.0,497.0,762.0,1371.0,368.0,265.0,3020.0,50631.0,31998.0,87782.0,4460.0,2789.0,6771.0,17535.0,5323.0,22388.0,51292.0,2672.0,89.0,238142.0,0,0,1,0.0,1,1,0,0,0,0
41,Andaman and Nicobar Islands,southandaman,32.0,32.0,0.0,0.0,2020-05-08,190266.0,376.0,649.0,1017.0,5782.0,497.0,762.0,1371.0,368.0,265.0,3020.0,50631.0,31998.0,87782.0,4460.0,2789.0,6771.0,17535.0,5323.0,22388.0,51292.0,2672.0,89.0,238142.0,0,0,1,0.0,1,1,0,0,0,0
42,Andaman and Nicobar Islands,southandaman,32.0,32.0,0.0,0.0,2020-05-09,190266.0,376.0,649.0,1017.0,5782.0,497.0,762.0,1371.0,368.0,265.0,3020.0,50631.0,31998.0,87782.0,4460.0,2789.0,6771.0,17535.0,5323.0,22388.0,51292.0,2672.0,89.0,238142.0,0,0,1,0.0,1,1,0,0,0,0
43,Andaman and Nicobar Islands,southandaman,32.0,32.0,0.0,0.0,2020-05-10,190266.0,376.0,649.0,1017.0,5782.0,497.0,762.0,1371.0,368.0,265.0,3020.0,50631.0,31998.0,87782.0,4460.0,2789.0,6771.0,17535.0,5323.0,22388.0,51292.0,2672.0,89.0,238142.0,0,0,1,0.0,1,1,0,0,0,0
44,Andaman and Nicobar Islands,southandaman,32.0,32.0,0.0,0.0,2020-05-11,190266.0,376.0,649.0,1017.0,5782.0,497.0,762.0,1371.0,368.0,265.0,3020.0,50631.0,31998.0,87782.0,4460.0,2789.0,6771.0,17535.0,5323.0,22388.0,51292.0,2672.0,89.0,238142.0,0,0,1,0.0,1,1,0,0,0,0
45,Andaman and Nicobar Islands,southandaman,32.0,32.0,0.0,0.0,2020-05-12,190266.0,376.0,649.0,1017.0,5782.0,497.0,762.0,1371.0,368.0,265.0,3020.0,50631.0,31998.0,87782.0,4460.0,2789.0,6771.0,17535.0,5323.0,22388.0,51292.0,2672.0,89.0,238142.0,0,0,1,0.0,1,1,0,0,0,0
46,Andaman and Nicobar Islands,southandaman,32.0,32.0,0.0,0.0,2020-05-13,190266.0,376.0,649.0,1017.0,5782.0,497.0,762.0,1371.0,368.0,265.0,3020.0,50631.0,31998.0,87782.0,4460.0,2789.0,6771.0,17535.0,5323.0,22388.0,51292.0,2672.0,89.0,238142.0,0,0,1,0.0,1,1,0,0,0,0
47,Andaman and Nicobar Islands,southandaman,32.0,32.0,0.0,0.0,2020-05-14,190266.0,376.0,649.0,1017.0,5782.0,497.0,762.0,1371.0,368.0,265.0,3020.0,50631.0,31998.0,87782.0,4460.0,2789.0,6771.0,17535.0,5323.0,22388.0,51292.0,2672.0,89.0,238142.0,0,0,1,0.0,1,1,0,0,0,0
221,Andhra Pradesh,anantapur,13.0,51.0,4.0,34.0,2020-04-25,2310960.0,243.0,143.0,293.0,5799.0,261.0,437.0,1605.0,150.0,176.0,3857.0,341431.0,223016.0,638033.0,14470.0,8606.0,48299.0,144214.0,9915.0,144915.0,819675.0,19130.0,213.0,4081148.0,0,1,0,15.0,3,0,0,1,0,0
222,Andhra Pradesh,anantapur,14.0,53.0,4.0,35.0,2020-04-26,2310960.0,243.0,143.0,293.0,5799.0,261.0,437.0,1605.0,150.0,176.0,3857.0,341431.0,223016.0,638033.0,14470.0,8606.0,48299.0,144214.0,9915.0,144915.0,819675.0,19130.0,213.0,4081148.0,0,1,0,17.0,3,0,0,1,0,0
223,Andhra Pradesh,anantapur,14.0,53.0,4.0,35.0,2020-04-27,2310960.0,243.0,143.0,293.0,5799.0,261.0,437.0,1605.0,150.0,176.0,3857.0,341431.0,223016.0,638033.0,14470.0,8606.0,48299.0,144214.0,9915.0,144915.0,819675.0,19130.0,213.0,4081148.0,0,1,0,11.0,3,0,0,1,0,0
224,Andhra Pradesh,anantapur,14.0,54.0,4.0,36.0,2020-04-28,2310960.0,243.0,143.0,293.0,5799.0,261.0,437.0,1605.0,150.0,176.0,3857.0,341431.0,223016.0,638033.0,14470.0,8606.0,48299.0,144214.0,9915.0,144915.0,819675.0,19130.0,213.0,4081148.0,0,1,0,8.0,2,0,1,0,0,0
225,Andhra Pradesh,anantapur,17.0,58.0,4.0,37.0,2020-04-29,2310960.0,243.0,143.0,293.0,5799.0,261.0,437.0,1605.0,150.0,176.0,3857.0,341431.0,223016.0,638033.0,14470.0,8606.0,48299.0,144214.0,9915.0,144915.0,819675.0,19130.0,213.0,4081148.0,0,1,0,7.0,2,0,1,0,0,0
226,Andhra Pradesh,anantapur,20.0,61.0,4.0,37.0,2020-04-30,2310960.0,243.0,143.0,293.0,5799.0,261.0,437.0,1605.0,150.0,176.0,3857.0,341431.0,223016.0,638033.0,14470.0,8606.0,48299.0,144214.0,9915.0,144915.0,819675.0,19130.0,213.0,4081148.0,0,1,0,8.0,2,0,1,0,0,0
227,Andhra Pradesh,anantapur,22.0,67.0,4.0,41.0,2020-05-01,2310960.0,243.0,143.0,293.0,5799.0,261.0,437.0,1605.0,150.0,176.0,3857.0,341431.0,223016.0,638033.0,14470.0,8606.0,48299.0,144214.0,9915.0,144915.0,819675.0,19130.0,213.0,4081148.0,0,1,0,14.0,3,0,0,1,0,0
228,Andhra Pradesh,anantapur,24.0,71.0,4.0,43.0,2020-05-02,2310960.0,243.0,143.0,293.0,5799.0,261.0,437.0,1605.0,150.0,176.0,3857.0,341431.0,223016.0,638033.0,14470.0,8606.0,48299.0,144214.0,9915.0,144915.0,819675.0,19130.0,213.0,4081148.0,0,1,0,17.0,3,0,0,1,0,0
229,Andhra Pradesh,anantapur,24.0,78.0,4.0,50.0,2020-05-03,2310960.0,243.0,143.0,293.0,5799.0,261.0,437.0,1605.0,150.0,176.0,3857.0,341431.0,223016.0,638033.0,14470.0,8606.0,48299.0,144214.0,9915.0,144915.0,819675.0,19130.0,213.0,4081148.0,0,1,0,20.0,3,0,0,1,0,0
230,Andhra Pradesh,anantapur,24.0,78.0,4.0,50.0,2020-05-04,2310960.0,243.0,143.0,293.0,5799.0,261.0,437.0,1605.0,150.0,176.0,3857.0,341431.0,223016.0,638033.0,14470.0,8606.0,48299.0,144214.0,9915.0,144915.0,819675.0,19130.0,213.0,4081148.0,0,1,0,17.0,3,0,0,1,0,0
231,Andhra Pradesh,anantapur,24.0,80.0,4.0,52.0,2020-05-05,2310960.0,243.0,143.0,293.0,5799.0,261.0,437.0,1605.0,150.0,176.0,3857.0,341431.0,223016.0,638033.0,14470.0,8606.0,48299.0,144214.0,9915.0,144915.0,819675.0,19130.0,213.0,4081148.0,0,1,0,13.0,3,0,0,1,0,0
232,Andhra Pradesh,anantapur,34.0,80.0,4.0,42.0,2020-05-06,2310960.0,243.0,143.0,293.0,5799.0,261.0,437.0,1605.0,150.0,176.0,3857.0,341431.0,223016.0,638033.0,14470.0,8606.0,48299.0,144214.0,9915.0,144915.0,819675.0,19130.0,213.0,4081148.0,0,1,0,9.0,2,0,1,0,0,0
233,Andhra Pradesh,anantapur,39.0,83.0,4.0,40.0,2020-05-07,2310960.0,243.0,143.0,293.0,5799.0,261.0,437.0,1605.0,150.0,176.0,3857.0,341431.0,223016.0,638033.0,14470.0,8606.0,48299.0,144214.0,9915.0,144915.0,819675.0,19130.0,213.0,4081148.0,0,1,0,5.0,2,0,1,0,0,0
234,Andhra Pradesh,anantapur,42.0,99.0,4.0,53.0,2020-05-08,2310960.0,243.0,143.0,293.0,5799.0,261.0,437.0,1605.0,150.0,176.0,3857.0,341431.0,223016.0,638033.0,14470.0,8606.0,48299.0,144214.0,9915.0,144915.0,819675.0,19130.0,213.0,4081148.0,0,1,0,21.0,3,0,0,1,0,0
235,Andhra Pradesh,anantapur,44.0,102.0,4.0,54.0,2020-05-09,2310960.0,243.0,143.0,293.0,5799.0,261.0,437.0,1605.0,150.0,176.0,3857.0,341431.0,223016.0,638033.0,14470.0,8606.0,48299.0,144214.0,9915.0,144915.0,819675.0,19130.0,213.0,4081148.0,0,1,0,22.0,3,0,0,1,0,0
236,Andhra Pradesh,anantapur,45.0,107.0,4.0,58.0,2020-05-10,2310960.0,243.0,143.0,293.0,5799.0,261.0,437.0,1605.0,150.0,176.0,3857.0,341431.0,223016.0,638033.0,14470.0,8606.0,48299.0,144214.0,9915.0,144915.0,819675.0,19130.0,213.0,4081148.0,0,1,0,27.0,3,0,0,1,0,0
237,Andhra Pradesh,anantapur,45.0,115.0,4.0,66.0,2020-05-11,2310960.0,243.0,143.0,293.0,5799.0,261.0,437.0,1605.0,150.0,176.0,3857.0,341431.0,223016.0,638033.0,14470.0,8606.0,48299.0,144214.0,9915.0,144915.0,819675.0,19130.0,213.0,4081148.0,0,1,0,32.0,3,0,0,1,0,0
238,Andhra Pradesh,anantapur,48.0,115.0,4.0,63.0,2020-05-12,2310960.0,243.0,143.0,293.0,5799.0,261.0,437.0,1605.0,150.0,176.0,3857.0,341431.0,223016.0,638033.0,14470.0,8606.0,48299.0,144214.0,9915.0,144915.0,819675.0,19130.0,213.0,4081148.0,0,1,0,16.0,3,0,0,1,0,0
239,Andhra Pradesh,anantapur,49.0,118.0,4.0,65.0,2020-05-13,2310960.0,243.0,143.0,293.0,5799.0,261.0,437.0,1605.0,150.0,176.0,3857.0,341431.0,223016.0,638033.0,14470.0,8606.0,48299.0,144214.0,9915.0,144915.0,819675.0,19130.0,213.0,4081148.0,0,1,0,16.0,3,0,0,1,0,0
240,Andhra Pradesh,anantapur,52.0,118.0,4.0,62.0,2020-05-14,2310960.0,243.0,143.0,293.0,5799.0,261.0,437.0,1605.0,150.0,176.0,3857.0,341431.0,223016.0,638033.0,14470.0,8606.0,48299.0,144214.0,9915.0,144915.0,819675.0,19130.0,213.0,4081148.0,0,1,0,11.0,3,0,0,1,0,0
245,Andhra Pradesh,chittoor,11.0,73.0,0.0,62.0,2020-04-25,2667878.0,307.0,261.0,386.0,5926.0,218.0,375.0,1565.0,125.0,157.0,3835.0,395900.0,324406.0,693451.0,24934.0,13763.0,67087.0,186568.0,16296.0,246409.0,835606.0,15152.0,275.0,4174064.0,0,0,1,20.0,3,0,0,1,0,0
246,Andhra Pradesh,chittoor,13.0,73.0,0.0,60.0,2020-04-26,2667878.0,307.0,261.0,386.0,5926.0,218.0,375.0,1565.0,125.0,157.0,3835.0,395900.0,324406.0,693451.0,24934.0,13763.0,67087.0,186568.0,16296.0,246409.0,835606.0,15152.0,275.0,4174064.0,0,0,1,14.0,3,0,0,1,0,0
247,Andhra Pradesh,chittoor,16.0,73.0,0.0,57.0,2020-04-27,2667878.0,307.0,261.0,386.0,5926.0,218.0,375.0,1565.0,125.0,157.0,3835.0,395900.0,324406.0,693451.0,24934.0,13763.0,67087.0,186568.0,16296.0,246409.0,835606.0,15152.0,275.0,4174064.0,0,0,1,0.0,1,1,0,0,0,0
248,Andhra Pradesh,chittoor,16.0,74.0,0.0,58.0,2020-04-28,2667878.0,307.0,261.0,386.0,5926.0,218.0,375.0,1565.0,125.0,157.0,3835.0,395900.0,324406.0,693451.0,24934.0,13763.0,67087.0,186568.0,16296.0,246409.0,835606.0,15152.0,275.0,4174064.0,0,0,1,1.0,1,1,0,0,0,0
249,Andhra Pradesh,chittoor,16.0,77.0,0.0,61.0,2020-04-29,2667878.0,307.0,261.0,386.0,5926.0,218.0,375.0,1565.0,125.0,157.0,3835.0,395900.0,324406.0,693451.0,24934.0,13763.0,67087.0,186568.0,16296.0,246409.0,835606.0,15152.0,275.0,4174064.0,0,0,1,4.0,2,0,1,0,0,0
250,Andhra Pradesh,chittoor,16.0,80.0,0.0,64.0,2020-04-30,2667878.0,307.0,261.0,386.0,5926.0,218.0,375.0,1565.0,125.0,157.0,3835.0,395900.0,324406.0,693451.0,24934.0,13763.0,67087.0,186568.0,16296.0,246409.0,835606.0,15152.0,275.0,4174064.0,0,0,1,7.0,2,0,1,0,0,0
251,Andhra Pradesh,chittoor,22.0,80.0,0.0,58.0,2020-05-01,2667878.0,307.0,261.0,386.0,5926.0,218.0,375.0,1565.0,125.0,157.0,3835.0,395900.0,324406.0,693451.0,24934.0,13763.0,67087.0,186568.0,16296.0,246409.0,835606.0,15152.0,275.0,4174064.0,0,0,1,7.0,2,0,1,0,0,0
252,Andhra Pradesh,chittoor,24.0,80.0,0.0,56.0,2020-05-02,2667878.0,307.0,261.0,386.0,5926.0,218.0,375.0,1565.0,125.0,157.0,3835.0,395900.0,324406.0,693451.0,24934.0,13763.0,67087.0,186568.0,16296.0,246409.0,835606.0,15152.0,275.0,4174064.0,0,0,1,6.0,2,0,1,0,0,0
253,Andhra Pradesh,chittoor,37.0,81.0,0.0,44.0,2020-05-03,2667878.0,307.0,261.0,386.0,5926.0,218.0,375.0,1565.0,125.0,157.0,3835.0,395900.0,324406.0,693451.0,24934.0,13763.0,67087.0,186568.0,16296.0,246409.0,835606.0,15152.0,275.0,4174064.0,0,0,1,4.0,2,0,1,0,0,0
254,Andhra Pradesh,chittoor,45.0,82.0,0.0,37.0,2020-05-04,2667878.0,307.0,261.0,386.0,5926.0,218.0,375.0,1565.0,125.0,157.0,3835.0,395900.0,324406.0,693451.0,24934.0,13763.0,67087.0,186568.0,16296.0,246409.0,835606.0,15152.0,275.0,4174064.0,0,0,1,2.0,2,0,1,0,0,0
255,Andhra Pradesh,chittoor,48.0,82.0,0.0,34.0,2020-05-05,2667878.0,307.0,261.0,386.0,5926.0,218.0,375.0,1565.0,125.0,157.0,3835.0,395900.0,324406.0,693451.0,24934.0,13763.0,67087.0,186568.0,16296.0,246409.0,835606.0,15152.0,275.0,4174064.0,0,0,1,2.0,2,0,1,0,0,0
256,Andhra Pradesh,chittoor,68.0,82.0,0.0,14.0,2020-05-06,2667878.0,307.0,261.0,386.0,5926.0,218.0,375.0,1565.0,125.0,157.0,3835.0,395900.0,324406.0,693451.0,24934.0,13763.0,67087.0,186568.0,16296.0,246409.0,835606.0,15152.0,275.0,4174064.0,0,0,1,2.0,2,0,1,0,0,0
257,Andhra Pradesh,chittoor,68.0,82.0,0.0,14.0,2020-05-07,2667878.0,307.0,261.0,386.0,5926.0,218.0,375.0,1565.0,125.0,157.0,3835.0,395900.0,324406.0,693451.0,24934.0,13763.0,67087.0,186568.0,16296.0,246409.0,835606.0,15152.0,275.0,4174064.0,0,0,1,1.0,1,1,0,0,0,0
258,Andhra Pradesh,chittoor,74.0,85.0,0.0,11.0,2020-05-08,2667878.0,307.0,261.0,386.0,5926.0,218.0,375.0,1565.0,125.0,157.0,3835.0,395900.0,324406.0,693451.0,24934.0,13763.0,67087.0,186568.0,16296.0,246409.0,835606.0,15152.0,275.0,4174064.0,0,0,1,3.0,2,0,1,0,0,0
259,Andhra Pradesh,chittoor,74.0,96.0,0.0,22.0,2020-05-09,2667878.0,307.0,261.0,386.0,5926.0,218.0,375.0,1565.0,125.0,157.0,3835.0,395900.0,324406.0,693451.0,24934.0,13763.0,67087.0,186568.0,16296.0,246409.0,835606.0,15152.0,275.0,4174064.0,0,0,1,14.0,3,0,0,1,0,0
260,Andhra Pradesh,chittoor,74.0,112.0,0.0,38.0,2020-05-10,2667878.0,307.0,261.0,386.0,5926.0,218.0,375.0,1565.0,125.0,157.0,3835.0,395900.0,324406.0,693451.0,24934.0,13763.0,67087.0,186568.0,16296.0,246409.0,835606.0,15152.0,275.0,4174064.0,0,0,1,30.0,3,0,0,1,0,0
